Drug,Disease,GraphDistanceToIndication,RandomWalkScore,StructuralLikelihood,PreferentialAttachment,KatzSimilarity,Label
protease inhibitors,hiv infections,1.0,0.101136,1.1241,8.2e-05,0.005017,1
prochlorperazine,vomiting,1.0,0.087334,1.0146,1.2e-05,0.005004,1
prochlorperazine,postoperative nausea and vomiting,1.0,0.086492,1.0132,1.2e-05,0.005004,1
methylene blue,alzheimer disease,1.0,0.169679,1.1302,3.9e-05,0.005014,1
pentostatin,graft vs host disease,1.0,0.0382,1.0177,1.6e-05,0.005003,1
pentostatin,"leukemia, hairy cell",1.0,0.041687,1.0095,1.2e-05,0.005002,1
pentostatin,"anemia, sickle cell",1.0,0.039446,1.021,2.3e-05,0.005004,1
pentostatin,thalassemia,1.0,0.036752,1.0104,8e-06,0.005002,1
cobicistat,hiv infections,1.0,0.170416,1.1233,4.1e-05,0.005015,1
linoleic acid,diabetic neuropathies,1.0,0.152015,1.0121,4e-06,0.005002,1
lamivudine,"hepatitis d, chronic",1.0,0.006457,1.0232,8e-06,0.005003,1
lamivudine,hiv-associated lipodystrophy syndrome,1.0,0.010657,1.0343,0.000122,0.005012,1
lamivudine,amyotrophic lateral sclerosis,1.0,0.007532,1.0243,2.4e-05,0.005004,1
lamivudine,dyslipidemias,1.0,0.007706,1.0415,0.000122,0.005007,1
lamivudine,recurrence,1.0,0.007395,1.0335,8.2e-05,0.005006,1
lamivudine,tuberculosis,1.0,0.010012,1.04,0.000163,0.005011,1
lamivudine,glomerulonephritis,1.0,0.007191,1.0264,4.1e-05,0.005004,1
lamivudine,"paraparesis, tropical spastic",1.0,0.007065,1.0239,1.6e-05,0.005004,1
lamivudine,glucose metabolism disorders,1.0,0.007553,1.0312,5.7e-05,0.005005,1
lamivudine,hepatitis,1.0,0.009128,1.0257,3.3e-05,0.005004,1
lamivudine,polyarteritis nodosa,1.0,0.006457,1.0232,8e-06,0.005003,1
lamivudine,lipodystrophy,1.0,0.007593,1.0245,2.4e-05,0.005005,1
lamivudine,lymphoma,1.0,0.010701,1.08,0.000408,0.005018,1
lamivudine,neoplasms,1.0,0.008849,1.0588,0.000285,0.005012,1
lamivudine,metabolic diseases,1.0,0.006915,1.0252,2.4e-05,0.005004,1
lamivudine,central nervous system neoplasms,1.0,0.007861,1.0421,0.000139,0.005009,1
lamivudine,"hepatitis b, chronic",1.0,0.010068,1.0282,8.2e-05,0.005008,1
lamivudine,malaria,1.0,0.009424,1.0293,9e-05,0.005008,1
lamivudine,hepatitis b,1.0,0.00955,1.0268,6.5e-05,0.005008,1
lamivudine,acquired immunodeficiency syndrome,1.0,0.011808,1.038,0.000187,0.005014,1
lamivudine,hemophilia a,1.0,0.008758,1.026,4.9e-05,0.005007,1
lamivudine,infections,1.0,0.010514,1.0342,0.000147,0.005011,1
lamivudine,cardiovascular diseases,1.0,0.013401,1.0867,0.000481,0.005019,1
lamivudine,hiv infections,1.0,0.023348,1.1447,0.000978,0.005034,1
vildagliptin,diabetes mellitus,1.0,0.039836,1.0916,0.000122,0.005018,1
vildagliptin,inflammation,1.0,0.02875,1.022,2e-05,0.005004,1
vildagliptin,insulin resistance,1.0,0.031082,1.0321,3.7e-05,0.005006,1
vildagliptin,"diabetes mellitus, type 2",1.0,0.04008,1.0821,0.000121,0.005017,1
vildagliptin,cardiovascular diseases,1.0,0.035264,1.0736,0.0001,0.005014,1
bacterial lysates,respiratory sounds,1.0,0.083904,1.0037,3e-06,0.005001,1
bacterial lysates,respiratory tract infections,1.0,0.089329,1.0044,4e-06,0.005001,1
anti-retroviral agents,hiv infections,1.0,0.170416,1.1233,4.1e-05,0.005015,1
vasopressins,acute kidney injury,1.0,0.0749,1.0039,5e-06,0.005001,1
vasopressins,"shock, traumatic",1.0,0.064935,1.0013,1e-06,0.005,1
vasopressins,heart arrest,1.0,0.079444,1.0046,6e-06,0.005001,1
ubiquinone,myelodysplastic syndromes,1.0,0.065465,1.0345,3e-05,0.005004,1
ubiquinone,"supranuclear palsy, progressive",1.0,0.057542,1.0033,1e-06,0.005,1
ubiquinone,"renal insufficiency, chronic",1.0,0.069148,1.0264,2.6e-05,0.005004,1
anticonvulsants,seizures,1.0,0.055601,1.0207,2.4e-05,0.005006,1
anticonvulsants,epilepsy,1.0,0.068572,1.0644,6.7e-05,0.005012,1
anticonvulsants,drug resistant epilepsy,1.0,0.055656,1.0078,7e-06,0.005002,1
etanercept,"arthritis, rheumatoid",1.0,0.023939,1.0926,0.000387,0.005019,1
etanercept,rheumatic fever,1.0,0.013506,1.0189,4.6e-05,0.005006,1
etanercept,lupus nephritis,1.0,0.010828,1.012,5e-06,0.005002,1
etanercept,"arthritis, psoriatic",1.0,0.013914,1.017,4.1e-05,0.005006,1
etanercept,granulomatosis with polyangiitis,1.0,0.011346,1.0141,1.5e-05,0.005003,1
etanercept,pneumonia,1.0,0.014154,1.0181,7.1e-05,0.005004,1
etanercept,hidradenitis suppurativa,1.0,0.010828,1.012,5e-06,0.005002,1
etanercept,"leukemia, lymphocytic, chronic, b-cell",1.0,0.012498,1.0303,8.7e-05,0.005005,1
etanercept,"arthritis, juvenile",1.0,0.014529,1.0213,6.1e-05,0.005007,1
etanercept,vasculitis,1.0,0.01167,1.0125,1e-05,0.005003,1
etanercept,"diabetes mellitus, type 1",1.0,0.015639,1.041,0.000148,0.005009,1
etanercept,uveitis,1.0,0.012086,1.0124,1e-05,0.005002,1
etanercept,psoriasis,1.0,0.013364,1.0166,3.6e-05,0.005005,1
etanercept,"kidney failure, chronic",1.0,0.012207,1.0204,4.1e-05,0.005003,1
etanercept,arthritis,1.0,0.018732,1.0422,0.000178,0.005012,1
methadone,peripheral nervous system diseases,1.0,0.026126,1.0082,8e-06,0.005002,1
methadone,heroin dependence,1.0,0.026107,1.008,8e-06,0.005002,1
methadone,acquired immunodeficiency syndrome,1.0,0.029197,1.0209,4.7e-05,0.005006,1
methadone,substance-related disorders,1.0,0.026519,1.0112,1.8e-05,0.005002,1
methadone,hiv infections,1.0,0.044396,1.1259,0.000245,0.005019,1
methadone,opioid-related disorders,1.0,0.029352,1.0116,2e-05,0.005003,1
fluocinolone acetonide,neoplasms,1.0,0.142438,1.0374,1.2e-05,0.005004,1
zinc acetate,epilepsy,1.0,0.1244,1.0638,4.5e-05,0.005008,1
zinc acetate,dystonia,1.0,0.10087,1.0028,1e-06,0.005,1
hydroxymethylglutaryl-coa reductase inhibitors,"arthritis, rheumatoid",1.0,0.039128,1.0864,0.000129,0.005012,1
hydroxymethylglutaryl-coa reductase inhibitors,hypercholesterolemia,1.0,0.031288,1.0238,2.5e-05,0.005003,1
hydroxymethylglutaryl-coa reductase inhibitors,"diabetes mellitus, type 1",1.0,0.033234,1.0351,4.9e-05,0.005005,1
hydroxymethylglutaryl-coa reductase inhibitors,"nephritis, hereditary",1.0,0.031198,1.0079,7e-06,0.005001,1
hydroxymethylglutaryl-coa reductase inhibitors,sleep apnea syndromes,1.0,0.030833,1.0143,1.7e-05,0.005002,1
potassium iodide,cough,1.0,0.210821,1.0032,2e-06,0.005001,1
aspirin,communication disorders,1.0,0.006289,1.0435,0.00012,0.005006,1
aspirin,colonic neoplasms,1.0,0.005102,1.0444,5.4e-05,0.005006,1
aspirin,myocardial infarction,1.0,0.005708,1.045,9.8e-05,0.005008,1
aspirin,esophageal neoplasms,1.0,0.005493,1.0492,0.00013,0.005006,1
aspirin,cerebral infarction,1.0,0.006028,1.0391,4.3e-05,0.005007,1
aspirin,cerebrovascular disorders,1.0,0.005147,1.038,2.2e-05,0.005005,1
aspirin,diabetes mellitus,1.0,0.01245,1.1192,0.000782,0.005032,1
aspirin,"dementia, vascular",1.0,0.005696,1.047,8.7e-05,0.005008,1
aspirin,inflammation,1.0,0.006086,1.0478,0.00013,0.005009,1
aspirin,cataract,1.0,0.005314,1.042,6.5e-05,0.005005,1
aspirin,thrombosis,1.0,0.007113,1.0428,0.000109,0.005008,1
aspirin,stroke,1.0,0.009931,1.0631,0.000304,0.005016,1
aspirin,obesity,1.0,0.011391,1.1611,0.001152,0.005034,1
aspirin,"lupus erythematosus, systemic",1.0,0.005822,1.0517,0.000163,0.005008,1
aspirin,premature birth,1.0,0.006193,1.0381,4.3e-05,0.005004,1
aspirin,hypertension,1.0,0.01403,1.1373,0.001076,0.005036,1
aspirin,acute coronary syndrome,1.0,0.005984,1.042,6.5e-05,0.005008,1
aspirin,venous thrombosis,1.0,0.0073,1.0401,6.5e-05,0.005006,1
aspirin,coronary artery disease,1.0,0.007938,1.0568,0.000217,0.005014,1
aspirin,intracranial arteriosclerosis,1.0,0.00661,1.0403,6.5e-05,0.005008,1
aspirin,wounds and injuries,1.0,0.005488,1.0372,2.2e-05,0.005005,1
aspirin,"diabetes mellitus, type 2",1.0,0.011708,1.1095,0.000772,0.005032,1
aspirin,ischemic stroke,1.0,0.006639,1.0391,5.4e-05,0.005006,1
aspirin,mucocutaneous lymph node syndrome,1.0,0.004995,1.0388,3.3e-05,0.005004,1
aspirin,precancerous conditions,1.0,0.005491,1.0493,0.000109,0.005006,1
aspirin,pre-eclampsia,1.0,0.006892,1.0546,0.000228,0.00501,1
aspirin,"ischemic attack, transient",1.0,0.005365,1.0375,2.2e-05,0.005005,1
aspirin,fetal growth retardation,1.0,0.004752,1.0368,1.1e-05,0.005004,1
aspirin,cardiovascular diseases,1.0,0.010227,1.1007,0.000641,0.005028,1
aspirin,fibrosis,1.0,0.007881,1.0473,0.000152,0.005008,1
aspirin,warts,1.0,0.005036,1.0384,3.3e-05,0.005004,1
aspirin,peripheral arterial disease,1.0,0.006822,1.0406,5.4e-05,0.005007,1
cetuximab,skin diseases,1.0,0.030068,1.0043,3e-06,0.005001,1
cetuximab,carcinoma,1.0,0.038823,1.0375,5.4e-05,0.005007,1
cetuximab,colorectal neoplasms,1.0,0.035883,1.0223,3.4e-05,0.005004,1
cetuximab,squamous cell carcinoma of head and neck,1.0,0.037081,1.0111,1.9e-05,0.005004,1
cetuximab,"carcinoma, squamous cell",1.0,0.034061,1.0098,1.5e-05,0.005003,1
mifepristone,psychophysiologic disorders,1.0,0.046974,1.0683,0.000181,0.005014,1
mifepristone,folliculitis,1.0,0.031057,1.0108,8e-06,0.005002,1
mifepristone,endocrine system diseases,1.0,0.029802,1.0101,6e-06,0.005001,1
mifepristone,cushing syndrome,1.0,0.028724,1.008,2e-06,0.005001,1
mifepristone,alzheimer disease,1.0,0.045934,1.1344,0.000232,0.005018,1
mifepristone,pituitary acth hypersecretion,1.0,0.029436,1.0096,4e-06,0.005001,1
galantamine,communication disorders,1.0,0.015609,1.0211,4.5e-05,0.005005,1
galantamine,psychophysiologic disorders,1.0,0.030308,1.0743,0.000363,0.005028,1
galantamine,nervous system diseases,1.0,0.012856,1.0161,8e-06,0.005002,1
galantamine,"dementia, vascular",1.0,0.01384,1.0246,3.3e-05,0.005004,1
galantamine,dementia,1.0,0.032751,1.0967,0.000416,0.005032,1
galantamine,lewy body disease,1.0,0.012651,1.0139,4e-06,0.005002,1
galantamine,cocaine-related disorders,1.0,0.015652,1.0179,2.9e-05,0.005004,1
galantamine,aids dementia complex,1.0,0.013802,1.018,2e-05,0.005002,1
galantamine,rectal diseases,1.0,0.015139,1.0233,4.5e-05,0.005006,1
galantamine,tobacco use disorder,1.0,0.016545,1.0179,2.9e-05,0.005003,1
galantamine,brain diseases,1.0,0.014404,1.0207,3.3e-05,0.005003,1
galantamine,alzheimer disease,1.0,0.025522,1.1408,0.000465,0.005024,1
histamine antagonists,"arthritis, rheumatoid",1.0,0.033405,1.0876,0.000155,0.005012,1
histamine antagonists,"leukemia, hairy cell",1.0,0.029838,1.0136,1.8e-05,0.005003,1
histamine antagonists,lung neoplasms,1.0,0.029108,1.0351,4.9e-05,0.005008,1
histamine antagonists,chronic urticaria,1.0,0.031801,1.0088,8e-06,0.005002,1
histamine antagonists,small cell lung carcinoma,1.0,0.028933,1.0156,1.8e-05,0.005004,1
histamine antagonists,carcinoma,1.0,0.030524,1.0409,6.5e-05,0.005009,1
naloxone,frontotemporal dementia,1.0,0.015414,1.0245,3.1e-05,0.005003,1
naloxone,pain,1.0,0.018413,1.0531,0.000188,0.005013,1
naloxone,substance withdrawal syndrome,1.0,0.012311,1.0217,1e-05,0.005003,1
naloxone,obesity,1.0,0.019447,1.1441,0.00054,0.005024,1
naloxone,heroin dependence,1.0,0.013317,1.0228,2e-05,0.005003,1
naloxone,"aphasia, primary progressive",1.0,0.010558,1.0211,5e-06,0.005002,1
naloxone,frontotemporal lobar degeneration,1.0,0.013568,1.0222,1.5e-05,0.005003,1
naloxone,respiratory insufficiency,1.0,0.011704,1.0243,2.5e-05,0.005003,1
naloxone,morphine dependence,1.0,0.012311,1.0217,1e-05,0.005003,1
naloxone,weight loss,1.0,0.011175,1.0239,2e-05,0.005003,1
naloxone,epilepsy,1.0,0.016773,1.0825,0.000336,0.005016,1
naloxone,alzheimer disease,1.0,0.020406,1.1486,0.000581,0.005024,1
naloxone,chronic pain,1.0,0.016121,1.0282,5.6e-05,0.005006,1
naloxone,hiv infections,1.0,0.021329,1.1424,0.000611,0.005023,1
naloxone,opioid-related disorders,1.0,0.015386,1.0265,5.1e-05,0.005006,1
idarubicin,"leukemia, promyelocytic, acute",1.0,0.040428,1.0067,3e-06,0.005001,1
idarubicin,"leukemia, myeloid, acute",1.0,0.048124,1.0361,3.4e-05,0.005007,1
idarubicin,lymphoma,1.0,0.046786,1.0628,6.8e-05,0.005011,1
idarubicin,leukemia,1.0,0.044488,1.0448,4.6e-05,0.005009,1
vinblastine,skin neoplasms,1.0,0.019547,1.0152,1.4e-05,0.005003,1
vinblastine,urethral neoplasms,1.0,0.018669,1.0163,1.6e-05,0.005003,1
vinblastine,lymphoma,1.0,0.026966,1.0665,0.000136,0.005014,1
vinblastine,melanoma,1.0,0.022184,1.0206,3.3e-05,0.005004,1
vinblastine,precancerous conditions,1.0,0.020543,1.023,2.7e-05,0.005004,1
vinblastine,hiv infections,1.0,0.029335,1.1304,0.000326,0.00502,1
vinblastine,hodgkin disease,1.0,0.023485,1.0247,4.1e-05,0.005006,1
vinblastine,urinary bladder neoplasms,1.0,0.020143,1.0195,3e-05,0.005004,1
levetiracetam,canavan disease,1.0,0.010041,1.0207,1.1e-05,0.005002,1
levetiracetam,psychophysiologic disorders,1.0,0.028077,1.0794,0.000484,0.005035,1
levetiracetam,parkinson disease,1.0,0.014283,1.0305,9.2e-05,0.005006,1
levetiracetam,"malaria, cerebral",1.0,0.009913,1.0189,5e-06,0.005002,1
levetiracetam,dementia,1.0,0.029421,1.1019,0.000554,0.005037,1
levetiracetam,"epilepsy, post-traumatic",1.0,0.012207,1.0298,7.1e-05,0.005008,1
levetiracetam,glioma,1.0,0.012137,1.0312,8.2e-05,0.005007,1
levetiracetam,seizures,1.0,0.015748,1.0359,0.00013,0.005014,1
levetiracetam,"epilepsies, partial",1.0,0.0136,1.0263,6e-05,0.005008,1
levetiracetam,brain neoplasms,1.0,0.011655,1.029,6.5e-05,0.005005,1
levetiracetam,status epilepticus,1.0,0.012675,1.0254,5.4e-05,0.005008,1
levetiracetam,epilepsy,1.0,0.021911,1.0802,0.000359,0.005025,1
levetiracetam,intracranial aneurysm,1.0,0.010093,1.0203,1.1e-05,0.005002,1
levetiracetam,alzheimer disease,1.0,0.020131,1.1462,0.000619,0.005026,1
levetiracetam,"epilepsy, rolandic",1.0,0.01068,1.0195,1.1e-05,0.005003,1
levetiracetam,"epilepsy, generalized",1.0,0.009913,1.0189,5e-06,0.005002,1
mitomycin,carcinoma,1.0,0.068483,1.0364,3.3e-05,0.005005,1
mitomycin,liver neoplasms,1.0,0.069789,1.0102,7e-06,0.005002,1
mitomycin,pseudomyxoma peritonei,1.0,0.059824,1.0028,1e-06,0.005,1
17 alpha-hydroxyprogesterone caproate,premature birth,1.0,0.165607,1.003,1e-06,0.005001,1
diflunisal,hiv infections,1.0,0.170416,1.1233,4.1e-05,0.005015,1
cyclosporins,dry eye syndromes,1.0,0.083367,1.0047,5e-06,0.005001,1
cyclosporins,sjogren's syndrome,1.0,0.080939,1.0144,9e-06,0.005002,1
anidulafungin,candidiasis,1.0,0.230851,1.0011,1e-06,0.005,1
butyric acid,"arthritis, rheumatoid",1.0,0.165332,1.0829,2.6e-05,0.00501,1
mometasone furoate,otitis,1.0,0.040218,1.004,1e-06,0.005001,1
mometasone furoate,"anemia, sickle cell",1.0,0.043846,1.022,2.3e-05,0.005003,1
mometasone furoate,asthma,1.0,0.059675,1.0533,6.9e-05,0.005009,1
mometasone furoate,"pulmonary disease, chronic obstructive",1.0,0.053388,1.0212,3.3e-05,0.005006,1
ibuprofen,"arthritis, rheumatoid",1.0,0.021469,1.1029,0.000284,0.005018,1
ibuprofen,osteoarthritis,1.0,0.017145,1.0435,9.7e-05,0.005009,1
ibuprofen,complex regional pain syndromes,1.0,0.013797,1.0233,7e-06,0.005002,1
ibuprofen,pain,1.0,0.019613,1.0539,0.000138,0.005013,1
ibuprofen,obesity,1.0,0.023775,1.145,0.000396,0.005028,1
ibuprofen,hypertension,1.0,0.024875,1.1215,0.00037,0.005025,1
ibuprofen,peptic ulcer,1.0,0.015514,1.0228,1.1e-05,0.005002,1
ibuprofen,pre-eclampsia,1.0,0.018303,1.04,7.8e-05,0.005008,1
ibuprofen,gallbladder diseases,1.0,0.013489,1.0221,4e-06,0.005001,1
ibuprofen,epilepsy,1.0,0.020278,1.0834,0.000247,0.005016,1
ibuprofen,alzheimer disease,1.0,0.02385,1.1495,0.000426,0.005027,1
fenoterol,asthma,1.0,0.094196,1.0516,3.5e-05,0.005008,1
fenoterol,lung diseases,1.0,0.078617,1.0132,1.1e-05,0.005004,1
iloprost,"heart defects, congenital",1.0,0.053689,1.0022,4e-06,0.005001,1
iloprost,persistent fetal circulation syndrome,1.0,0.047674,1.0016,1e-06,0.005001,1
iloprost,respiratory distress syndrome,1.0,0.050312,1.0028,4e-06,0.005001,1
iloprost,"hypertension, pulmonary",1.0,0.056426,1.0084,1.5e-05,0.005002,1
s-adenosylmethionine,hepatitis,1.0,0.16969,1.0037,1e-06,0.005001,1
dextrins,obesity,1.0,0.093293,1.1269,7.2e-05,0.005016,1
dextrins,overweight,1.0,0.075623,1.0255,1.4e-05,0.005005,1
fluvoxamine,psychophysiologic disorders,1.0,0.114008,1.0651,6e-05,0.005022,1
fluvoxamine,dementia,1.0,0.117642,1.0873,6.9e-05,0.005024,1
calcitriol,chronic kidney disease-mineral and bone disorder,1.0,0.053391,1.004,2e-06,0.005001,1
calcitriol,"kidney failure, chronic",1.0,0.056957,1.0118,8e-06,0.005002,1
calcitriol,breast neoplasms,1.0,0.063296,1.0654,5.8e-05,0.005008,1
epoprostenol,"diabetes mellitus, type 2",1.0,0.160196,1.0744,2.4e-05,0.005009,1
triethylenephosphoramide,alzheimer disease,1.0,0.169679,1.1302,3.9e-05,0.005014,1
glucagon,diabetes mellitus,1.0,0.062506,1.0861,7.3e-05,0.005012,1
glucagon,hypoglycemia,1.0,0.046953,1.0116,6e-06,0.005002,1
glucagon,"diabetes mellitus, type 1",1.0,0.054545,1.034,3e-05,0.005006,1
sevoflurane,abdominal neoplasms,1.0,0.019452,1.0119,1.5e-05,0.005005,1
sevoflurane,headache,1.0,0.020546,1.0162,2.8e-05,0.005005,1
sevoflurane,neoplasms,1.0,0.022654,1.0447,0.000107,0.00501,1
sevoflurane,vomiting,1.0,0.022846,1.022,5.5e-05,0.005007,1
sevoflurane,neurofibromatoses,1.0,0.019452,1.0119,1.5e-05,0.005005,1
sevoflurane,hydrocephalus,1.0,0.019866,1.0125,1.8e-05,0.005005,1
sevoflurane,epilepsy,1.0,0.026403,1.0702,0.000202,0.005013,1
sevoflurane,postoperative nausea and vomiting,1.0,0.022618,1.0206,5.2e-05,0.005007,1
sevoflurane,breast neoplasms,1.0,0.021949,1.0714,0.000174,0.005011,1
oxytocin,hypotension,1.0,0.044768,1.0141,2e-05,0.005003,1
oxytocin,myocardial ischemia,1.0,0.04137,1.0088,1.1e-05,0.005002,1
oxytocin,prader-willi syndrome,1.0,0.049207,1.0044,5e-06,0.005001,1
oxytocin,craniopharyngioma,1.0,0.039513,1.0043,4e-06,0.005001,1
ascorbic acid,sepsis,1.0,0.08919,1.004,4e-06,0.005001,1
ascorbic acid,covid-19,1.0,0.084568,1.017,1.5e-05,0.005003,1
papillomavirus vaccines,uterine cervical dysplasia,1.0,0.456929,1.0004,0.0,0.005,1
ursodeoxycholic acid,"diabetes mellitus, type 2",1.0,0.092526,1.075,4.8e-05,0.00501,1
