Drug,Disease,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClusteringCoefficient,RandomWalkCentrality,PhaseSuccess,PHASE2,PHASE3,PHASE4
paclitaxel,ovarian diseases,0.1905855338691159,0.031514794938503,0.0027684357014698,0.3963490324936108,0.0027136957331413,1,1,0,0
paclitaxel,genital diseases,0.1905855338691159,0.031514794938503,0.0027684357014698,0.3963490324936108,0.0027136957331413,1,1,0,0
paclitaxel,endocrine system diseases,0.1905855338691159,0.031514794938503,0.0027684357014698,0.3963490324936108,0.0027136957331413,1,1,0,0
paclitaxel,carcinoma,0.1905855338691159,0.031514794938503,0.0027684357014698,0.3963490324936108,0.0027136957331413,1,1,0,0
dexmedetomidine,brain neoplasms,0.3157290470723307,0.0582986658472633,0.0080255918618957,0.3543994691439946,0.0031149757801496,1,0,0,1
dexmedetomidine,inflammation,0.3157290470723307,0.0582986658472633,0.0080255918618957,0.3543994691439946,0.0031149757801496,1,0,0,1
dexmedetomidine,hypoxia,0.3157290470723307,0.0582986658472633,0.0080255918618957,0.3543994691439946,0.0031149757801496,1,0,0,1
capecitabine,rectal neoplasms,0.1423650975889782,0.022552331100932,0.0009284679817299,0.4940991345397325,0.0017183409816863,1,1,0,0
certolizumab pegol,"arthritis, rheumatoid",0.087256027554535,0.0180646500088077,1.0021919787935194e-05,0.9782456140350876,0.0006817018344268,1,0,1,0
sorafenib,neuroendocrine tumors,0.1354764638346728,0.0198783021701918,0.0011712259043674,0.4974648703462263,0.0014410310983651,1,1,0,0
cyclophosphamide,neuroendocrine tumors,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
temozolomide,breast neoplasms,0.1618828932261768,0.0244686196619788,0.0013503941969422,0.4681864235055724,0.002212472562641,1,1,0,0
temozolomide,sarcoma,0.1618828932261768,0.0244686196619788,0.0013503941969422,0.4681864235055724,0.002212472562641,1,1,0,0
azacitidine,"leukemia, myeloid, acute",0.0585533869115958,0.0108643965672507,3.132718444104702e-05,0.8290196078431372,0.0007322332394069,1,1,0,0
dexamethasone,lung neoplasms,0.5729047072330654,0.0972883290439704,0.028646537755937,0.2592655189897868,0.0061145167354843,1,0,1,0
acetylcysteine,"thrombocythemia, essential",0.3019517795637199,0.0578978377195558,0.0060328909916587,0.3868748730154123,0.0025354489797734,1,1,0,0
acetylcysteine,polycythemia vera,0.3019517795637199,0.0578978377195558,0.0060328909916587,0.3868748730154123,0.0025354489797734,1,1,0,0
acetylcysteine,primary myelofibrosis,0.3019517795637199,0.0578978377195558,0.0060328909916587,0.3868748730154123,0.0025354489797734,1,1,0,0
fluorouracil,colorectal neoplasms,0.1228473019517795,0.0185555626929416,0.0007515421552889,0.5245988361840945,0.0016439624250761,1,1,1,0
oxaliplatin,colorectal neoplasms,0.166475315729047,0.0267963071945365,0.002162947678104,0.4062260536398467,0.0019395802796757,1,1,1,0
lenalidomide,leukemia,0.0929965556831228,0.014370771213849,0.0001728858946704,0.674074074074074,0.0011793619697084,1,1,0,0
cyclophosphamide,skin neoplasms,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
carmustine,leukemia,0.1194029850746268,0.0197470445262311,0.0005493822533915,0.5576923076923077,0.0016659960185136,1,0,1,0
cyclophosphamide,leukemia,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,0,1,0
cytarabine,leukemia,0.1021814006888633,0.0177217530570793,0.0003317924796948,0.6355975485188968,0.0019991648125106,1,0,1,0
daunorubicin,leukemia,0.0826636050516647,0.0145401000481927,6.477908014178592e-05,0.7918622848200313,0.0012016507837808,1,0,1,0
doxorubicin,leukemia,0.3765786452353616,0.0692498076588473,0.0094578749600405,0.3610986797941374,0.0042316731290742,1,0,1,0
etoposide,leukemia,0.2732491389207807,0.0474863209635484,0.0038546516069714,0.4355565010814452,0.0040566808002584,1,0,1,0
mercaptopurine,leukemia,0.0803673938002296,0.0137551268370847,0.000109992544449,0.7842650103519668,0.0009459232392313,1,0,1,0
methotrexate,leukemia,0.2055109070034443,0.0336094069997096,0.0019399934442728,0.4355658778482204,0.0026415117696632,1,0,1,0
mitoxantrone,leukemia,0.2112514351320321,0.0388891922340722,0.0012202567844108,0.5814920408648135,0.0018948168788443,1,0,1,0
prednisone,leukemia,0.4282433983926521,0.0773011515738548,0.0120549623039064,0.3282308512785032,0.0048648403253791,1,0,1,0
vincristine,leukemia,0.121699196326062,0.0201151376938096,0.0004900851819789,0.5620844564240791,0.0021858188031019,1,0,1,0
carmustine,lymphoma,0.1194029850746268,0.0197470445262311,0.0005493822533915,0.5576923076923077,0.0016659960185136,1,0,1,0
cyclophosphamide,lymphoma,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,0,1,0
cytarabine,lymphoma,0.1021814006888633,0.0177217530570793,0.0003317924796948,0.6355975485188968,0.0019991648125106,1,0,1,0
daunorubicin,lymphoma,0.0826636050516647,0.0145401000481927,6.477908014178592e-05,0.7918622848200313,0.0012016507837808,1,0,1,0
doxorubicin,lymphoma,0.3765786452353616,0.0692498076588473,0.0094578749600405,0.3610986797941374,0.0042316731290742,1,0,1,0
etoposide,lymphoma,0.2732491389207807,0.0474863209635484,0.0038546516069714,0.4355565010814452,0.0040566808002584,1,0,1,0
mercaptopurine,lymphoma,0.0803673938002296,0.0137551268370847,0.000109992544449,0.7842650103519668,0.0009459232392313,1,0,1,0
methotrexate,lymphoma,0.2055109070034443,0.0336094069997096,0.0019399934442728,0.4355658778482204,0.0026415117696632,1,0,1,0
mitoxantrone,lymphoma,0.2112514351320321,0.0388891922340722,0.0012202567844108,0.5814920408648135,0.0018948168788443,1,0,1,0
prednisone,lymphoma,0.4282433983926521,0.0773011515738548,0.0120549623039064,0.3282308512785032,0.0048648403253791,1,0,1,0
vincristine,lymphoma,0.121699196326062,0.0201151376938096,0.0004900851819789,0.5620844564240791,0.0021858188031019,1,0,1,0
prednisone,prostatic neoplasms,0.4282433983926521,0.0773011515738548,0.0120549623039064,0.3282308512785032,0.0048648403253791,1,1,0,0
mitoxantrone,prostatic neoplasms,0.2112514351320321,0.0388891922340722,0.0012202567844108,0.5814920408648135,0.0018948168788443,1,1,0,0
capecitabine,prostatic neoplasms,0.1423650975889782,0.022552331100932,0.0009284679817299,0.4940991345397325,0.0017183409816863,1,1,0,0
capecitabine,breast neoplasms,0.1423650975889782,0.022552331100932,0.0009284679817299,0.4940991345397325,0.0017183409816863,1,1,0,0
docetaxel,breast neoplasms,0.1389207807118254,0.0201709218839621,0.0012268035824719,0.4710743801652892,0.0020550344344103,1,1,0,0
epirubicin,breast neoplasms,0.0838117106773823,0.0144492278043735,8.893493388851711e-05,0.7614155251141552,0.0006672831191232,1,1,0,0
curcumin,myelodysplastic syndromes,0.1802525832376578,0.0415383808536204,0.0008804659392488,0.6365343785725951,0.0011692005463253,0,1,0,0
ubiquinone,myelodysplastic syndromes,0.060849598163031,0.0114863842273331,0.0001545286415387,0.6197387518142236,0.0005075418957595,0,1,0,0
carmustine,lymphoma,0.1194029850746268,0.0197470445262311,0.0005493822533915,0.5576923076923077,0.0016659960185136,1,1,0,0
cyclophosphamide,lymphoma,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
etoposide,lymphoma,0.2732491389207807,0.0474863209635484,0.0038546516069714,0.4355565010814452,0.0040566808002584,1,1,0,0
cytarabine,lymphoma,0.1021814006888633,0.0177217530570793,0.0003317924796948,0.6355975485188968,0.0019991648125106,1,1,0,0
everolimus,gastrointestinal stromal tumors,0.1963260619977038,0.0346195470027477,0.0025514917993634,0.4110767113863089,0.0015415496443876,0,1,0,0
nivolumab,"carcinoma, non-small-cell lung",0.1572904707233065,0.026839831722618,0.0013403518093072,0.5107342206955775,0.0017204571913306,1,1,0,0
docetaxel,"carcinoma, non-small-cell lung",0.1389207807118254,0.0201709218839621,0.0012268035824719,0.4710743801652892,0.0020550344344103,1,1,0,0
nivolumab,"carcinoma, non-small-cell lung",0.1572904707233065,0.026839831722618,0.0013403518093072,0.5107342206955775,0.0017204571913306,1,1,0,0
docetaxel,"carcinoma, non-small-cell lung",0.1389207807118254,0.0201709218839621,0.0012268035824719,0.4710743801652892,0.0020550344344103,1,1,0,0
pemetrexed,breast neoplasms,0.1251435132032147,0.0202510120092463,0.0004794903250317,0.5645599728168536,0.001552893684702,1,1,0,0
carboplatin,breast neoplasms,0.1859931113662457,0.0294747209358784,0.0018606706268719,0.4385399892646269,0.0031817019404083,1,1,0,0
pemetrexed,neoplasm metastasis,0.1251435132032147,0.0202510120092463,0.0004794903250317,0.5645599728168536,0.001552893684702,1,1,0,0
carboplatin,neoplasm metastasis,0.1859931113662457,0.0294747209358784,0.0018606706268719,0.4385399892646269,0.0031817019404083,1,1,0,0
melphalan,"lymphohistiocytosis, hemophagocytic",0.1320321469575201,0.0209995351597616,0.0009706131113969,0.4871090770404271,0.0025057031420294,1,1,0,0
antilymphocyte serum,"lymphohistiocytosis, hemophagocytic",0.1905855338691159,0.0361143577193042,0.0018229711889573,0.4619204089083607,0.0021842970693823,1,1,0,0
alemtuzumab,"lymphohistiocytosis, hemophagocytic",0.1228473019517795,0.0212967482270945,0.0006835038318297,0.503967554223241,0.0015411084099042,1,1,0,0
cyclosporine,"lymphohistiocytosis, hemophagocytic",0.338691159586682,0.0567241285496725,0.008190161196759,0.362850224835697,0.0033179675785202,1,1,0,0
mycophenolic acid,"lymphohistiocytosis, hemophagocytic",0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,1,1,0,0
"immunoglobulins, intravenous","lymphohistiocytosis, hemophagocytic",0.2146957520091848,0.049230113206227,0.0008812162135603,0.5849577367603933,0.0015234436883352,1,1,0,0
melphalan,lymphoproliferative disorders,0.1320321469575201,0.0209995351597616,0.0009706131113969,0.4871090770404271,0.0025057031420294,1,1,0,0
antilymphocyte serum,lymphoproliferative disorders,0.1905855338691159,0.0361143577193042,0.0018229711889573,0.4619204089083607,0.0021842970693823,1,1,0,0
alemtuzumab,lymphoproliferative disorders,0.1228473019517795,0.0212967482270945,0.0006835038318297,0.503967554223241,0.0015411084099042,1,1,0,0
cyclosporine,lymphoproliferative disorders,0.338691159586682,0.0567241285496725,0.008190161196759,0.362850224835697,0.0033179675785202,1,1,0,0
mycophenolic acid,lymphoproliferative disorders,0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,1,1,0,0
"immunoglobulins, intravenous",lymphoproliferative disorders,0.2146957520091848,0.049230113206227,0.0008812162135603,0.5849577367603933,0.0015234436883352,1,1,0,0
melphalan,chediak-higashi syndrome,0.1320321469575201,0.0209995351597616,0.0009706131113969,0.4871090770404271,0.0025057031420294,1,1,0,0
antilymphocyte serum,chediak-higashi syndrome,0.1905855338691159,0.0361143577193042,0.0018229711889573,0.4619204089083607,0.0021842970693823,1,1,0,0
alemtuzumab,chediak-higashi syndrome,0.1228473019517795,0.0212967482270945,0.0006835038318297,0.503967554223241,0.0015411084099042,1,1,0,0
cyclosporine,chediak-higashi syndrome,0.338691159586682,0.0567241285496725,0.008190161196759,0.362850224835697,0.0033179675785202,1,1,0,0
mycophenolic acid,chediak-higashi syndrome,0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,1,1,0,0
"immunoglobulins, intravenous",chediak-higashi syndrome,0.2146957520091848,0.049230113206227,0.0008812162135603,0.5849577367603933,0.0015234436883352,1,1,0,0
melphalan,immunologic deficiency syndromes,0.1320321469575201,0.0209995351597616,0.0009706131113969,0.4871090770404271,0.0025057031420294,1,1,0,0
antilymphocyte serum,immunologic deficiency syndromes,0.1905855338691159,0.0361143577193042,0.0018229711889573,0.4619204089083607,0.0021842970693823,1,1,0,0
alemtuzumab,immunologic deficiency syndromes,0.1228473019517795,0.0212967482270945,0.0006835038318297,0.503967554223241,0.0015411084099042,1,1,0,0
cyclosporine,immunologic deficiency syndromes,0.338691159586682,0.0567241285496725,0.008190161196759,0.362850224835697,0.0033179675785202,1,1,0,0
mycophenolic acid,immunologic deficiency syndromes,0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,1,1,0,0
"immunoglobulins, intravenous",immunologic deficiency syndromes,0.2146957520091848,0.049230113206227,0.0008812162135603,0.5849577367603933,0.0015234436883352,1,1,0,0
melphalan,"histiocytosis, langerhans-cell",0.1320321469575201,0.0209995351597616,0.0009706131113969,0.4871090770404271,0.0025057031420294,1,1,0,0
antilymphocyte serum,"histiocytosis, langerhans-cell",0.1905855338691159,0.0361143577193042,0.0018229711889573,0.4619204089083607,0.0021842970693823,1,1,0,0
alemtuzumab,"histiocytosis, langerhans-cell",0.1228473019517795,0.0212967482270945,0.0006835038318297,0.503967554223241,0.0015411084099042,1,1,0,0
cyclosporine,"histiocytosis, langerhans-cell",0.338691159586682,0.0567241285496725,0.008190161196759,0.362850224835697,0.0033179675785202,1,1,0,0
mycophenolic acid,"histiocytosis, langerhans-cell",0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,1,1,0,0
"immunoglobulins, intravenous","histiocytosis, langerhans-cell",0.2146957520091848,0.049230113206227,0.0008812162135603,0.5849577367603933,0.0015234436883352,1,1,0,0
gemcitabine,"carcinoma, squamous cell",0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,1,0,0
mitomycin,pseudomyxoma peritonei,0.0390355912743972,0.0059307826509031,2.2908339727210707e-05,0.9393939393939394,0.0004295607314951,1,0,1,0
gemcitabine,pancreatic neoplasms,0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,1,0,0
methylphenidate,fatigue,0.3742824339839265,0.0729294329368871,0.0071845615593371,0.3817649834827749,0.0027643206352257,1,0,1,0
sirolimus,bronchiolitis obliterans syndrome,0.3662456946039035,0.0712009948594254,0.0077235095333483,0.3576822223536602,0.0038629400118791,0,1,0,0
lapatinib,breast neoplasms,0.1079219288174512,0.0177504302089332,0.0002597211238671,0.6270876229695722,0.0010576298558654,1,1,0,0
doxorubicin,breast neoplasms,0.3765786452353616,0.0692498076588473,0.0094578749600405,0.3610986797941374,0.0042316731290742,1,1,0,0
cyclophosphamide,breast neoplasms,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
docetaxel,breast neoplasms,0.1389207807118254,0.0201709218839621,0.0012268035824719,0.4710743801652892,0.0020550344344103,1,1,0,0
filgrastim,breast neoplasms,0.2583237657864524,0.0460058379676268,0.0026286562756403,0.4688095238095238,0.002543139964976,1,1,0,0
filgrastim,breast neoplasms,0.2583237657864524,0.0460058379676268,0.0026286562756403,0.4688095238095238,0.002543139964976,1,1,0,0
dexamethasone,breast neoplasms,0.5729047072330654,0.0972883290439704,0.028646537755937,0.2592655189897868,0.0061145167354843,1,1,0,0
trastuzumab,breast neoplasms,0.0711825487944891,0.012684905849126,3.677565882447653e-05,0.878900052882073,0.0006049185936829,1,1,0,0
temozolomide,central nervous system neoplasms,0.1618828932261768,0.0244686196619788,0.0013503941969422,0.4681864235055724,0.002212472562641,1,1,0,0
carboplatin,breast neoplasms,0.1859931113662457,0.0294747209358784,0.0018606706268719,0.4385399892646269,0.0031817019404083,0,1,1,0
thiotepa,breast neoplasms,0.1618828932261768,0.0250279821460106,0.0012268489805662,0.4706180344478217,0.0021737546640322,0,1,1,0
cyclophosphamide,breast neoplasms,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,0,1,1,0
sorafenib,carcinoma,0.1354764638346728,0.0198783021701918,0.0011712259043674,0.4974648703462263,0.0014410310983651,1,1,0,0
capecitabine,carcinoma,0.1423650975889782,0.022552331100932,0.0009284679817299,0.4940991345397325,0.0017183409816863,1,1,0,0
oxaliplatin,carcinoma,0.166475315729047,0.0267963071945365,0.002162947678104,0.4062260536398467,0.0019395802796757,1,1,0,0
curcumin,prostatic neoplasms,0.1802525832376578,0.0415383808536204,0.0008804659392488,0.6365343785725951,0.0011692005463253,1,0,1,0
fluorouracil,gastrointestinal neoplasms,0.1228473019517795,0.0185555626929416,0.0007515421552889,0.5245988361840945,0.0016439624250761,1,1,0,0
leucovorin,gastrointestinal neoplasms,0.2812858783008037,0.050205637820133,0.0033285634908637,0.449548343927735,0.0023979264560807,1,1,0,0
oxaliplatin,gastrointestinal neoplasms,0.166475315729047,0.0267963071945365,0.002162947678104,0.4062260536398467,0.0019395802796757,1,1,0,0
docetaxel,prostatic neoplasms,0.1389207807118254,0.0201709218839621,0.0012268035824719,0.4710743801652892,0.0020550344344103,1,1,0,0
flutamide,prostatic neoplasms,0.0298507462686567,0.0051933807509456,0.0,1.0,0.0003596973358704,1,1,0,0
cyclophosphamide,kidney neoplasms,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
doxorubicin,kidney neoplasms,0.3765786452353616,0.0692498076588473,0.0094578749600405,0.3610986797941374,0.0042316731290742,1,1,0,0
etoposide,kidney neoplasms,0.2732491389207807,0.0474863209635484,0.0038546516069714,0.4355565010814452,0.0040566808002584,1,1,0,0
ifosfamide,kidney neoplasms,0.1182548794489093,0.0199450189989683,0.0004765674124719,0.5709118598895869,0.0016520057856692,1,1,0,0
vincristine,kidney neoplasms,0.121699196326062,0.0201151376938096,0.0004900851819789,0.5620844564240791,0.0021858188031019,1,1,0,0
cyclophosphamide,sarcoma,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
doxorubicin,sarcoma,0.3765786452353616,0.0692498076588473,0.0094578749600405,0.3610986797941374,0.0042316731290742,1,1,0,0
etoposide,sarcoma,0.2732491389207807,0.0474863209635484,0.0038546516069714,0.4355565010814452,0.0040566808002584,1,1,0,0
ifosfamide,sarcoma,0.1182548794489093,0.0199450189989683,0.0004765674124719,0.5709118598895869,0.0016520057856692,1,1,0,0
vincristine,sarcoma,0.121699196326062,0.0201151376938096,0.0004900851819789,0.5620844564240791,0.0021858188031019,1,1,0,0
bortezomib,multiple myeloma,0.1963260619977038,0.0327115061504604,0.0018247191174993,0.4574475404196766,0.0020107613438258,1,1,0,0
lenalidomide,multiple myeloma,0.0929965556831228,0.014370771213849,0.0001728858946704,0.674074074074074,0.0011793619697084,1,1,0,0
dexamethasone,multiple myeloma,0.5729047072330654,0.0972883290439704,0.028646537755937,0.2592655189897868,0.0061145167354843,1,1,0,0
melphalan,multiple myeloma,0.1320321469575201,0.0209995351597616,0.0009706131113969,0.4871090770404271,0.0025057031420294,1,1,0,0
prednisone,multiple myeloma,0.4282433983926521,0.0773011515738548,0.0120549623039064,0.3282308512785032,0.0048648403253791,1,1,0,0
azacitidine,myelodysplastic syndromes,0.0585533869115958,0.0108643965672507,3.132718444104702e-05,0.8290196078431372,0.0007322332394069,1,1,0,0
azacitidine,"leukemia, myeloid, acute",0.0585533869115958,0.0108643965672507,3.132718444104702e-05,0.8290196078431372,0.0007322332394069,1,1,0,0
irinotecan,colorectal neoplasms,0.0803673938002296,0.0117999497252029,0.0003143063895436,0.5730848861283644,0.0012437164754932,1,1,0,0
ritonavir,sarcoma,0.3719862227324914,0.0733943510568606,0.0092398234500987,0.3760845468791805,0.0037025001935344,1,1,0,0
ritonavir,hiv infections,0.3719862227324914,0.0733943510568606,0.0092398234500987,0.3760845468791805,0.0037025001935344,1,1,0,0
tamoxifen,breast neoplasms,0.1997703788748565,0.0394804607904057,0.0015928459326455,0.5175735831506212,0.0014991759926855,1,1,0,0
letrozole,breast neoplasms,0.1997703788748565,0.0432133345024332,0.0009227954084203,0.5789648528336988,0.0015441258741229,1,1,0,0
anastrozole,breast neoplasms,0.2135476463834673,0.0469653678501851,0.0008633113842222,0.5570473699505958,0.001614434291174,1,1,0,0
tamoxifen,triple negative breast neoplasms,0.1997703788748565,0.0394804607904057,0.0015928459326455,0.5175735831506212,0.0014991759926855,1,1,0,0
letrozole,triple negative breast neoplasms,0.1997703788748565,0.0432133345024332,0.0009227954084203,0.5789648528336988,0.0015441258741229,1,1,0,0
anastrozole,triple negative breast neoplasms,0.2135476463834673,0.0469653678501851,0.0008633113842222,0.5570473699505958,0.001614434291174,1,1,0,0
vidarabine phosphate,"leukemia, myelomonocytic, chronic",0.1194029850746268,0.0207349332243523,0.0003701729943767,0.5922330097087378,0.0014706294696871,0,1,0,0
cyclosporine,"leukemia, myelomonocytic, chronic",0.338691159586682,0.0567241285496725,0.008190161196759,0.362850224835697,0.0033179675785202,0,1,0,0
mycophenolic acid,"leukemia, myelomonocytic, chronic",0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,0,1,0,0
vidarabine phosphate,"anemia, refractory, with excess of blasts",0.1194029850746268,0.0207349332243523,0.0003701729943767,0.5922330097087378,0.0014706294696871,0,1,0,0
cyclosporine,"anemia, refractory, with excess of blasts",0.338691159586682,0.0567241285496725,0.008190161196759,0.362850224835697,0.0033179675785202,0,1,0,0
mycophenolic acid,"anemia, refractory, with excess of blasts",0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,0,1,0,0
cisplatin,urinary bladder neoplasms,0.1446613088404133,0.0235586920849988,0.000752177310252,0.5043809523809524,0.0022416410935666,1,1,0,0
gemcitabine,urinary bladder neoplasms,0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,1,0,0
sirolimus,urinary bladder neoplasms,0.3662456946039035,0.0712009948594254,0.0077235095333483,0.3576822223536602,0.0038629400118791,1,1,0,0
cisplatin,urethral neoplasms,0.1446613088404133,0.0235586920849988,0.000752177310252,0.5043809523809524,0.0022416410935666,1,1,0,0
gemcitabine,urethral neoplasms,0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,1,0,0
sirolimus,urethral neoplasms,0.3662456946039035,0.0712009948594254,0.0077235095333483,0.3576822223536602,0.0038629400118791,1,1,0,0
thalidomide,kidney neoplasms,0.2032146957520091,0.0386477419494635,0.003289592361097,0.5989342578325629,0.0018105101372299,1,0,1,0
cyclophosphamide,"leukemia, myelomonocytic, chronic",0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
mycophenolic acid,"leukemia, myelomonocytic, chronic",0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,1,1,0,0
vidarabine phosphate,"leukemia, myelomonocytic, chronic",0.1194029850746268,0.0207349332243523,0.0003701729943767,0.5922330097087378,0.0014706294696871,1,1,0,0
tacrolimus,"leukemia, myelomonocytic, chronic",0.2858783008036739,0.0564403998236757,0.004534823356051,0.4179297836507319,0.0030634395730082,1,1,0,0
cyclophosphamide,precursor t-cell lymphoblastic leukemia-lymphoma,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
mycophenolic acid,precursor t-cell lymphoblastic leukemia-lymphoma,0.2606199770378875,0.05180267651231,0.0033363155240734,0.4781100152040856,0.0026003361979667,1,1,0,0
vidarabine phosphate,precursor t-cell lymphoblastic leukemia-lymphoma,0.1194029850746268,0.0207349332243523,0.0003701729943767,0.5922330097087378,0.0014706294696871,1,1,0,0
tacrolimus,precursor t-cell lymphoblastic leukemia-lymphoma,0.2858783008036739,0.0564403998236757,0.004534823356051,0.4179297836507319,0.0030634395730082,1,1,0,0
capecitabine,breast neoplasms,0.1423650975889782,0.022552331100932,0.0009284679817299,0.4940991345397325,0.0017183409816863,1,0,1,0
gemcitabine,breast neoplasms,0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,0,1,0
vinorelbine,breast neoplasms,0.0918484500574052,0.0143026471391758,0.000217833741634,0.6882911392405063,0.0009088104730021,1,0,1,0
filgrastim,neutropenia,0.2583237657864524,0.0460058379676268,0.0026286562756403,0.4688095238095238,0.002543139964976,1,1,0,0
docetaxel,neutropenia,0.1389207807118254,0.0201709218839621,0.0012268035824719,0.4710743801652892,0.0020550344344103,1,1,0,0
cyclophosphamide,neutropenia,0.3857634902411022,0.0654555748422255,0.0126665058339351,0.3094882729211087,0.0064022321907947,1,1,0,0
bortezomib,amyloidosis,0.1963260619977038,0.0327115061504604,0.0018247191174993,0.4574475404196766,0.0020107613438258,1,1,0,0
bryostatins,uterine cervical neoplasms,0.1549942594718714,0.038266928454638,0.0004806882013823,0.7649530127142068,0.0009814096300137,1,1,0,0
cisplatin,uterine cervical neoplasms,0.1446613088404133,0.0235586920849988,0.000752177310252,0.5043809523809524,0.0022416410935666,1,1,0,0
adrenal cortex hormones,graft vs host disease,0.1699196326061997,0.0310827566803033,0.0014240716677,0.4886927744070601,0.0013845773534751,0,1,0,0
erlotinib hydrochloride,"carcinoma, non-small-cell lung",0.0642939150401837,0.0099923262751514,0.0001519652902989,0.7227272727272728,0.0009440921458934,0,0,1,0
temozolomide,"carcinoma, non-small-cell lung",0.1618828932261768,0.0244686196619788,0.0013503941969422,0.4681864235055724,0.002212472562641,0,0,1,0
bevacizumab,"carcinoma, hepatocellular",0.2537313432835821,0.0419867704782713,0.0071419273075421,0.3390374331550802,0.0032829717788928,1,1,0,0
nivolumab,triple negative breast neoplasms,0.1572904707233065,0.026839831722618,0.0013403518093072,0.5107342206955775,0.0017204571913306,1,1,0,0
capecitabine,triple negative breast neoplasms,0.1423650975889782,0.022552331100932,0.0009284679817299,0.4940991345397325,0.0017183409816863,1,1,0,0
sorafenib,urinary bladder neoplasms,0.1354764638346728,0.0198783021701918,0.0011712259043674,0.4974648703462263,0.0014410310983651,0,1,0,0
cisplatin,"carcinoma, non-small-cell lung",0.1446613088404133,0.0235586920849988,0.000752177310252,0.5043809523809524,0.0022416410935666,1,1,0,0
pemetrexed,"carcinoma, non-small-cell lung",0.1251435132032147,0.0202510120092463,0.0004794903250317,0.5645599728168536,0.001552893684702,1,1,0,0
gemcitabine,"carcinoma, non-small-cell lung",0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,1,0,0
cisplatin,"carcinoma, non-small-cell lung",0.1446613088404133,0.0235586920849988,0.000752177310252,0.5043809523809524,0.0022416410935666,1,1,0,0
pemetrexed,"carcinoma, non-small-cell lung",0.1251435132032147,0.0202510120092463,0.0004794903250317,0.5645599728168536,0.001552893684702,1,1,0,0
gemcitabine,"carcinoma, non-small-cell lung",0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,1,0,0
cisplatin,"carcinoma, non-small-cell lung",0.1446613088404133,0.0235586920849988,0.000752177310252,0.5043809523809524,0.0022416410935666,1,1,0,0
pemetrexed,"carcinoma, non-small-cell lung",0.1251435132032147,0.0202510120092463,0.0004794903250317,0.5645599728168536,0.001552893684702,1,1,0,0
gemcitabine,"carcinoma, non-small-cell lung",0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,1,0,0
cisplatin,"carcinoma, non-small-cell lung",0.1446613088404133,0.0235586920849988,0.000752177310252,0.5043809523809524,0.0022416410935666,1,1,0,0
pemetrexed,"carcinoma, non-small-cell lung",0.1251435132032147,0.0202510120092463,0.0004794903250317,0.5645599728168536,0.001552893684702,1,1,0,0
gemcitabine,"carcinoma, non-small-cell lung",0.1768082663605051,0.0268118502666649,0.0015052188425677,0.4387573211102623,0.0025551208529881,1,1,0,0
cisplatin,"carcinoma, non-small-cell lung",0.1446613088404133,0.0235586920849988,0.000752177310252,0.5043809523809524,0.0022416410935666,1,1,0,0
