Drug,Disease,GraphDistanceToIndication,RandomWalkScore,StructuralLikelihood,PreferentialAttachment,KatzSimilarity,Label,graph_score,p_like,SelectedDrug
azithromycin,hyperandrogenism,0.2,4.7e-05,1.0178,1.2e-05,0.0,0,-4.55203073,0.010435714406206454,Azithromycin
azithromycin,"mesothelioma, malignant",0.2,0.000111,1.0176,2.9e-05,0.0,0,-4.5520374100000005,0.010435645423339435,Azithromycin
azithromycin,"shock, septic",0.2,7.5e-05,1.0176,2.3e-05,0.0,0,-4.552046170000001,0.010435554961461091,Azithromycin
azithromycin,gout,0.2,4.3e-05,1.0176,1.2e-05,0.0,0,-4.552053730000001,0.010435476892244628,Azithromycin
azithromycin,body weight,0.2,4.3e-05,1.0175,1.2e-05,0.0,0,-4.552064730000001,0.010435363300501491,Azithromycin
azithromycin,uterine neoplasms,0.2,6.4e-05,1.0174,1.7e-05,0.0,0,-4.552070680000001,0.01043530185820483,Azithromycin
azithromycin,"urinary bladder, overactive",0.2,5.2e-05,1.0174,1.7e-05,0.0,0,-4.55207368,0.010435270879031332,Azithromycin
azithromycin,bone diseases,0.2,7.3e-05,1.0172,1.7e-05,0.0,0,-4.552090430000001,0.010435097913651672,Azithromycin
azithromycin,"sarcoma, myeloid",0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,hyperlactatemia,0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,dyslexia,0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,fragile x syndrome,0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,pelvic pain,0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,"abortion, spontaneous",0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,adenomatous polyps,0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,toxemia,0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,"genetic diseases, inborn",0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,neurobehavioral manifestations,0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,sex chromosome disorders,0.2,2.3e-05,1.0172,6e-06,0.0,0,-4.55210249,0.010434973380334802,Azithromycin
azithromycin,diabetes complications,0.2,4.7e-05,1.017,1.2e-05,0.0,0,-4.552118730000001,0.010434805686052352,Azithromycin
azithromycin,craniopharyngioma,0.2,6.6e-05,1.0168,1.7e-05,0.0,0,-4.552136180000001,0.010434625500278662,Azithromycin
azithromycin,cerebrovascular disorders,0.2,4.9e-05,1.0168,1.2e-05,0.0,0,-4.552140230000001,0.010434583681098007,Azithromycin
azithromycin,memory disorders,0.2,8.2e-05,1.0167,1.7e-05,0.0,0,-4.552143180000001,0.010434553220317723,Azithromycin
azithromycin,endocrine system diseases,0.2,7e-05,1.0167,1.7e-05,0.0,0,-4.55214618,0.010434522243343267,Azithromycin
azithromycin,sciatica,0.2,6.7e-05,1.0167,1.7e-05,0.0,0,-4.552146930000001,0.01043451449911386,Azithromycin
azithromycin,hemorrhage,0.2,8.9e-05,1.0165,2.3e-05,0.0,0,-4.5521636700000006,0.010434341649393728,Azithromycin
